"","1_L25_C01_IL4625","1_L25_C04_IL4625","1_L25_C06_IL4625","1_L25_C08_IL4625","1_L25_C10_IL4625","1_L25_C17_IL4625","1_L25_C19_IL4625","1_L25_C20_IL4625","1_L25_C23_IL4625","1_L25_C26_IL4625","1_L25_C31_IL4625","1_L25_C34_IL4625","1_L25_C36_IL4625","1_L25_C39_IL4625","1_L25_C42_IL4625","1_L25_C45_IL4625","1_L25_C47_IL4625","1_L25_C50_IL4625","1_L25_C51_IL4625","1_L25_C54_IL4625","1_L25_C56_IL4625","1_L25_C62_IL4625","1_L25_C64_IL4625","1_L25_C67_IL4625","1_L25_C68_IL4625","1_L25_C69_IL4625","1_L25_C70_IL4625","1_L25_C72_IL4625","1_L25_C73_IL4625","1_L25_C76_IL4625","1_L25_C78_IL4625","1_L25_C79_IL4625","1_L25_C80_IL4625","1_L25_C82_IL4625","1_L25_C83_IL4625","1_L25_C85_IL4625","1_L25_C88_IL4625","1_L25_C89_IL4625","1_L25_C93_IL4625","1_L25_C94_IL4625","1_L25_C95_IL4625","1_L25_C96_IL4625"
"Cry1",0.264201,0.340371,0,0.411239,0.414635,0.15926,0.456877,0.393442,6.3642,0.416041,0.309261,26.1228,1.02362,0.333698,0.666021,20.2733,2.3724,0.086447,0.09531,0,0.1234,0,0.300448,0,0,0.0952549,0,12.496,0.338622,0,0,0,0,0.0983675,0.2536,0,0,0,0,0,0,0
"Cry2",0,0,0.126203,0,3.61234,0,0,0,0,0,0.0763653,0,0.674916,0,2.60783,0,0.0879414,0,0,0,0,0,0,0,0,0,0.185696,0,18.0127,27.9292,0,0,0,0,28.0757,0,0,0,0,0,0,0
"Cryaa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryab",0,0,0,0,0,0,0,0,0,0,0,0,195.549,1.8938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.337,0,0,0,0,0,0,0,0
"Cryba1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryba2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryba4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crybb1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crybb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crybb3",0,0,0,0,0,0,0,0,0,0,0,49.3545,0,0,0,0,0,0,4.28072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crybg3",3.08958,0.11355,4.838,1.54386e-08,0.124922,15.6079,0.119054,0.597688,1.01376e-08,0,0.0664654,0,0.147467,0.0533639,0.184094,0.0388294,0.23095,2.06413,15.3956,0,54.1376,0,0.0445555,0,9.48537e-09,27.8437,0,138.399,0,0.17037,0,0.0583699,0,0,0.0375767,0,0,0,0,0,6.61426,0.0442578
"Cryga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crygb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crygc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crygd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryge",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crygf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crygn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Crygs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8043,0,0,0,0,0,0,0,0,0,0,0,0
"Crym",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cryz",0,0,0,0,0,0,179.02,0,0,0,0,0,0,0,0,0,0,0,5.93388,0,0,0,0,0,0.12337,0,0,0,1.24868e-51,0,0.222642,0,0,0,0.103126,0,0,0,0,0,0,0
"Cryzl1",0,0,0,0,0,0,0,39.526,0,0.377335,0,4.08212,0,28.5307,86.7862,0,0,0.472512,0,0,0,0,20.7133,0,0,0,0,0.320421,0,0,0,0,0,0,22.1115,0,0,0,0,0,0,0
"Cs",0,1.00271,91.0475,0.881274,0.888395,0.511876,1.6183,86.9581,0,0,0,0.300931,0.730982,0.446834,0.203911,0.516185,0.508325,27.0783,0.102132,12.2311,0,0,116.259,0,0.21664,286.139,24.0367,0,1.72318,0,0,0,0,0.316076,9.59979,0,0,0,0,0.708976,0,0
"Csad",0,0.115882,0,0.140166,0.282395,0,1.6183,0,0,0,0,0,6.19333,0,0,0,0,0.117935,0.129994,0,0,0,0,0,0,0,0,0,0,0,0,449.371,0,0,0,0,0,0,0.14735,46.655,0,0
"Csda",0,0,6.39309,0,0,1.69163,0,49.4852,0,0.200501,0,0,0,5.95153,11.2373,18.6788,0,0,0.369085,0,0.23848,0,0,8.38464,0.195448,0,0,76.9122,0.163422,0,0,69.6098,30.3754,0,33.1136,0,0,0,0.208574,15.33,0,0
"Csdc2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csde1",164.951,272.903,131.798,113.737,29.2307,418.259,64.6076,431.438,2.02515,169.92,379.263,299.954,12.6376,458.956,432.932,309.577,46.7039,172.772,449.906,502.688,9.56295,38.757,17.2671,36.77,0.582966,178.97,180.315,326.152,686.808,3.17613,450.194,939.074,150.562,0.923015,310.612,0.45823,0.0754173,1.71676,1.37999,0.0596505,33.9316,6.81926
"Cse1l",314.588,0.140879,2.88326,0,0.171598,34.2907,0,0,0.0774712,0,27.2025,105.619,0,2.27905,0,0,0,0.643502,0,0,755.832,0.0923873,0.165816,0.0875665,0,4.41601,0,0,0,0,0,0.0745364,0,0,2.02891,0.105124,0,0.35194,0,0,0,0
"Csf1",0,0,0,0,0.0944623,0,0,0,17.5998,0,0,0,37.0065,3.34531,0,0,0.108092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csf1r",0,0,0,0,0,0,0,0,0,0,0,0.430719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csf2",0,0,0,0,0,0,0,0,0,0,0,0,0,170.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csf2ra",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csf2rb",0,0,0,0,0,10.1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82133,0,0,0,0,0,0,0
"Csf2rb2",0,0,0,0,0,1.03266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csf3r",0,0,0,0,0,0,0,0,0,0.0866388,0,0.492736,0,0,0,0,0,0,0,0.0754123,0,0.994667,0,0,0,0.238035,0,0,0.00704918,0,0,0,0,0.00682949,0.0879939,0,0.00725852,0,0,0,0,0
"Csgalnact1",0,0,0,0,0,0,0.0687904,34.6242,0,0,0,27.4891,0.257,0,0,29.6335,0,0,0,9.5426,0,0,0,0,0,0,0,0.132403,5.92714,0,0,0.135635,150.866,0,18.5823,0.0956607,0,0,0,0,0,0
"Csgalnact2",105.369,0,6.10791,0,0,0,0,0,0,0,0.0838696,0,0,1.4265,32.434,0,0,0,2.55886,0,0.602594,0,0,0,0,0,0,0,0,0,0,0,0.0684902,0,0,0,0,0,0,0,0,0
"Csk",0,0,31.5632,0.418271,0,0,14.364,2.56149,0,0,0,0,16.634,0,0,0,0,0,0,0,0,5.29557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.814,0,0,0,0
"Csl",0.282773,0,0,0,0,0,0.219691,16.3999,0,0.166557,10.3188,0,0,0,0.152794,0.0703837,0,3.04156,0,1.30878,0,0,39.6436,0,0,28.8285,5.0609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csmd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csmd3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csn1s1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csn1s2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csn1s2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csn2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csnk1a1",2.12018,0.527583,218.963,1.27703,25.7969,65.1189,2.97601,0,0.290176,136.432,26.7453,57.1478,0.352395,34.2615,54.1999,14.3662,0.183971,13.3013,21.1749,0.56276,3.63856,0.692688,1.08644,0.492663,46.2929,1.47613,5.71318,4.10099,0.393871,0.148216,0,177.75,0,12.4866,9.17793,8.82946,0.487238,1.58542,0.335369,57.923,0,0
"Csnk1d",0,41.0662,4.18714,0,0,2.14927,0,0,0,0.0840837,0,0,0,11.263,0,6.80686,0,0,0,0,0,0,0,0.256523,0,0,0,0,0,0,0,0,0,0,0,0,6.08702,0,0,0,0,0
"Csnk1e",0.387494,0,0,48.5127,6.09842,5.77982,0,0,0,36.253,1.9278,0,2.37595,0,23.4973,0.0963502,0,0.190205,0,5.77969,0.814315,1.596,1.32144,0.931085,1.22313,0.733158,0.289419,0.0968018,7.72693,1.15725,0.803095,1.48408,18.9215,2.37905,43.739,5.16043,5.06364,6.64445,13.9234,1.36453,47.4194,0
"Csnk1g1",0.0355151,0,49.8966,0,0.251279,47.302,0,0,0,0,0,0,0,14.3662,0,0,0,0,16.7531,0,0.0498094,0,0,0,0,118.028,0,0.0354828,0,0,0,0,0,0,0.443842,0,0.0422245,0.754994,0,0,0,0.0402131
"Csnk1g2",0,1.74327,6.35248,3.51435,0,0,0,0,0,0.142026,0,0,0,0,0,0,0,27.6181,0.260745,0.495548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.5897,44.867
"Csnk1g3",0.118264,0.400432,0.180038,0.0690452,0.4877,0.267536,0.307037,0.105676,0.25165,0.069934,0,3.17735,1.14726,0.0560886,0.0638754,0,0,0,1.6636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.89283,9.45943,0
"Csnk2a1",0.185814,3.29516,2.45148,0.21696,0.437822,0.056042,1.60789,40.6785,0.131781,0.659183,0.28997,58.5835,37.0069,2.64341,0.802888,3.93944,0.834913,7.53639,4.8926,0.127438,45.7579,0.549958,0.0705199,0.0744593,0.0711255,7.64657,0.185275,1.48527,1.60883,0,1.15786,0.951257,142.422,0,73.0033,0,43.3585,0.0598434,0.0762254,0,0.812124,19.0576
"Csnk2a2",0.139091,0,2.82295,0.0811982,0,52.0919,27.5798,4.90918,0,0.164417,17.5009,15.683,0,9.29679,0.0751281,9.74678,0,1.91098,28.3343,0.429264,0.974787,0.970176,0.949845,1.17031,1.11795,0.527007,0.727912,0.48642,0.535114,0.983348,0.505341,0.854008,7.71142,2.4889,0.200371,2.30873,0.991765,52.3757,1.28331,0.130723,0,0
"Csnk2b",1.07234,0.771259,0,6.25124,1.2543,2.17154,0.829938,208.316,1.98031,0,11.9349,0,1.02884,137.534,0,100.788,1.07746,68.0568,0,13.9197,0,0,0,509.339,19.3436,0,0,0,162.229,0,0,0,1.91071,0,96.5132,0,0.31777,0,0,55.969,0,0
"Csnka2ip",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cspg4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cspg5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cspp1",0.119403,3.69626,0.302951,4.39171,127.282,0.270108,0.49598,50.8394,1.14331,0.211816,0.489119,6.47931,0.46331,5.77597,0.322453,0.474624,1.36819,0,8.07513,0.798444,0.0836952,0,0.271922,0.143547,0,0.0646599,98.1401,65.8249,0.0574386,0.0649713,114.442,0,0.0570847,0.133628,26.2102,176.639,0,2.76879,0.0734815,0.168381,0.0391411,0
"Csprs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csrnp1",0.184384,0.267189,0.187068,0.107622,0.542491,0,0.0956434,0.0823733,0.293877,0.10886,0.215835,10.2905,0.476145,0.0873157,0,0.733473,19.7415,6.51607,0,0,0,0,0,0,0,0,0,0,92.6854,0,0,0,0,0,2.74295,0,0,0.0890631,0,7.44634,0,24.4811
"Csrnp2",0.0631685,0.61099,0.19232,0.442537,2.15809,0.228614,0.262364,2.76577,0.403179,0.22408,0.295733,0.201615,0.163375,0.0599062,0.272948,0.188335,0.425734,0,0,0.779819,0.0885503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0912291,0,0,0,0,0,0
"Csrnp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00230091,0,0,0,0,0,0,0,0,0
"Csrp1",162.536,0,0.480452,0.552917,0.185467,0,0,0,0.167404,0,2.77435,1.67608,0,0.596621,0.170714,42.6349,0,0,0,2.59927,0,0,0,0,0.181163,0,0,0,0,0,16.6319,0,0,0,0,0,0,0,0,0,0,5.34195
"Csrp2",0,0.343816,38.238,0,0,487.964,0,68.7765,0.0860117,8.88031e-10,0,31.5205,0,0,0,133.253,10.0976,0,0,0,0.501931,0,0,0,0,354.401,5.3266,67.6608,19.7281,0,78.5132,68.1847,0.341087,0,91.8644,0,0,0,0,0,0,0
"Csrp2bp",0,0,0.985199,0,0,202.072,0,4.78106e-09,0.0860117,8.88031e-10,0,6.62515,0,0,0,0.724014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csrp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cst10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cst11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cst12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cst13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cst3",447.88,0,960.55,503.9,0,31.7562,0,551.808,31.1503,67.6912,119.361,152.859,71.8544,241.454,143.612,350.318,0,221.58,279.827,69.5785,7.64356,0,0,0,520.608,379.648,5.39832,181.669,238.511,0,0,0,19.0227,0.498382,72.3468,0,1.08189,296.101,0,36.7513,0,0
"Cst6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cst7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52249,0,0,0,0
"Cst8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cst9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Csta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cstad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cstb",0,1.16555,11.8201,0,2.1374,18.1497,1.88864,49.2315,0.641842,2.13062,33.9941,21.3154,147.174,234.453,110.836,339.634,4.08734,15.2283,62.8809,221.291,281.183,0,0,0,0,7.15825,1.80898,115.014,9.91429,0.650576,84.4614,0,24.3556,0,0,0,4.36401,0,0,0,0,0
"Cstf1",0,0,0,0,0,0,0,0,0,0.180232,212.315,0,0,0,0,1.06716,0,0,0,0,59.7776,0,0,0,0,376.035,2.96683,1.07094,0,0,0,0,0.145967,0,0,0,0,0,0.187502,0,0,0
"Cstf2",0,0,0,0,0.0703747,4.59404,0,0,0,12.5032,0.559263,0,0.0772553,67.3621,8.48461,0,0,4.89387,0.58169,0,0,0,0,0.0718081,0,0,0,0,0,0,0,0,0,0.0668461,6.111,0,0,0,0,0,0,0
"Cstf2t",0,0.0675132,115.417,0,0,0.0631605,0,0,0,0,0.16344,0.222802,0,0,61.4708,0,0.0940932,0,0,0.143652,0,0,0,0,311.773,0.0755825,15.555,150.687,0,0,0,0.0714464,1.80196,0,31.9173,0,244.686,0,0.0858897,0.0656188,0,0.0789578
"Cstf3",0,18.3764,0,0,0,23.2341,0,14.8725,0,0,0,0,0,0.384386,18.1083,0,0,0,44.4122,107.849,0,0,0,0,0,0.101119,0,0,0,0,0,29.2339,0,0,1.07696,0,731.432,0,0.124977,0,11.0305,0
"Cstl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctag2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctage5",0,0.273105,1.62541,0,0,0,0,0.0842023,0,0,0,0.100175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.32138,0,0,0,0,0.900192,0,0,0,0,0,0,0,0,0
"Ctbp1",0.594322,0,0.241012,0,0.139689,0.214684,0,0,0,0.140107,5.14231,0,0,0.102917,0,6.97978,0,0,0.128599,0.244411,21.4776,0,0,0,0,33.7698,0,0,0,0,0.122945,0,0.34032,0,27.8763,0,5.49856,0,0,0,0,65.467
"Ctbp2",0,3.19845,1.01638,31.0158,0.410134,0.984564,105.07,1.40097,0,0.102882,8.36107,26.8578,0.112502,11.5115,17.0338,29.6667,1.23198,0,22.8609,0.0896068,0,0,0,1.57007,0.199994,0,32.8021,14.9711,9.46219,56.4121,0,0,21.5963,0,0,0,0,0.0420766,0,0,0,0
"Ctbs",0,0,185.812,0.119177,0,0,0,0,0,0,64.8389,0,0,0,0.110313,1.42182,0,0,0,0,0.143025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0193,0,0
"Ctcf",0,1.1253,49.3195,33.3672,0.322501,0.12385,0.85278,0.0611641,0,0.566436,32.9286,64.878,0.0884942,2.14172,44.4414,6.80368,0.092253,19.9508,5.37027,15.985,0,1.30219,0,0,0,67.5847,0.102355,1.77827,28.3218,0,2.27395,0,0,0,13.74,0,171.116,9.65566,0,0,0,0.0774143
"Ctcfl",0,0,0,0.0319882,0,0,0,3.38469,0.00728135,0,0.0481084,0,0,0.0259625,0.00740038,0.00544856,0,0.0119692,0.11861,0,0,0,0,0,0,0,0,0.0684466,0,0.00992696,0,0,0,0,0.190711,0,0,0.0794136,0,0.00551606,0.0187067,0.00714749
"Ctdnep1",0.175381,1.01303,0.533362,0,1.44062,0,0.725954,0.313349,1.11447,1.03134,0.410755,46.223,0.225452,106.734,0.568693,1.0485,0.471216,71.3548,20.3192,0,0,0,22.5465,0.210414,0,0,0,0,0,0,0,0,0,0,0.839609,0,0,0,0,3.61444,0,0.197585
"Ctdp1",0,0,0,0,0,0,0,0,0,3.3645,0,22.2536,0,0,0,0,0,0,0,0,0,0,0,0.0855339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctdsp1",0.288816,0.371953,0.0976694,0,0.113283,35.8566,0.499318,0.258053,0.306833,0.454623,1.23965,0.613978,1.49132,14.7228,31.8805,5.17052,0.129639,0.094511,0,61.6963,0,0.244017,0,17.6966,0,0,0,2.11641,4.81099,0,0,0,0.0919524,0,0.0923871,0,0,0,0.118268,108.848,0.126172,0.108769
"Ctdsp2",0.252032,0.243776,147.007,0.514982,0.668053,48.3433,81.5192,37.1586,1.87673,0.0745037,18.2151,34.4558,14.049,17.5314,36.4821,7.01329,0,2.59678,6.61348,0.194459,64.2127,9.19086,0,0.151488,68.5126,0,0,72.5246,0,0,0,4.32202,0,0,3.08669,1.72897,0,0,0,0,0,0
"Ctdspl",16.1528,0.216804,0.0568559,0,0,0.557646,0,13.2652,0.0607312,0.405062,0.267207,0,127.657,26.4658,0,8.48888,0,0,12.0626,2.13238,0.157078,48.0075,0.191398,0.0673519,0.193003,0.182049,0.0838037,2.35083,46.518,0.0609774,0.349207,0.631204,0.160711,5.70659,0.0538217,1.13342,0,1.51555,4.55159,0.684735,0,0
"Ctdspl2",16.1528,0.331328,3.59155,0.266587,0.067255,0.103301,0,14.1021,0.0607312,0.405062,0.267207,2.30792,2.54728,0,12.516,0.113433,1.73138,0.056004,11.2404,0,3.92097,0,0,9.8129,0.131095,0.185476,0,0,0,7.57918,0.830137,29.8734,0,0.0638886,0,0,0,37.2249,0,0,2.17047,0
"Ctf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.818,0,0,0,0,0,0,0,0
"Ctf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctgf",0,0.108707,0,0.131453,0,2.23891,0.116766,0,0.119571,0.132855,0.131846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cth",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cthrc1",26.8817,0,0,0,0,0.926347,0.265542,0,0,0,0,0,0,13.7838,0,0,0,0,3.06532,61.6273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.078,0,0,0,0,0,0,0
"Ctif",0,0,0,0,0,0,0,3.26337,0,0,0,0,0,0,0,0,0,4.27464,0,0,0,0,0,0,0,0,0,0,0.439439,0,0,0,0,0,0,0,0,0,0,0.0780739,0,0
"Ctla2a",43.4711,7.54804,302.297,158.554,1.98217,285.732,1.35481,129.927,20.7909,46.0441,0.990451,51.5195,166.278,0,0.708627,188.163,5.12996,139.892,0,1.087,0.916362,21.8062,0.24698,429.048,1496.6,7.2753,4.87468,27.0492,806.325,2.12099,10.5606,283.117,649.647,0,593.993,0,0,222.143,0.533415,586.906,0.285864,0.491533
"Ctla2b",0,0,0.132612,0.223581,0,0,0,0.584713,0,0.920127,0,0,0,0,0,0,270.049,132.776,0.283675,10.3302,0,0,0,0.688265,645.996,0,0,0.261786,9.66806,0,0,0,1.27236,0,37.9839,0,0,0.185186,0,0.357286,0,0
"Ctla4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctnna1",15.0064,0.206955,34.8242,11.9535,263.507,5.61488,54.0665,1.08375,25.1892,288.323,20.5429,169.534,369.719,64.8632,48.942,42.6222,81.003,135.134,9.57359,22.239,66.7496,11.6716,76.7307,483.23,7.78232,16.836,5.65367,66.4191,261.878,87.2919,2.73994,162.864,22.1635,4.38801,30.0786,1.54442,57.1733,0.482514,0.351042,0,16.1818,0.564758
"Ctnna2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctnna3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ctnnal1",0,0.0687679,0,0,0,0,0,6.22782,0,0,0,0,0,0,0,0,0,0,0,8.34074,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73799,101.563,0,0,0,0,0,0,0
