"","1_L25_C01_IL4625","1_L25_C04_IL4625","1_L25_C06_IL4625","1_L25_C08_IL4625","1_L25_C10_IL4625","1_L25_C17_IL4625","1_L25_C19_IL4625","1_L25_C20_IL4625","1_L25_C23_IL4625","1_L25_C26_IL4625","1_L25_C31_IL4625","1_L25_C34_IL4625","1_L25_C36_IL4625","1_L25_C39_IL4625","1_L25_C42_IL4625","1_L25_C45_IL4625","1_L25_C47_IL4625","1_L25_C50_IL4625","1_L25_C51_IL4625","1_L25_C54_IL4625","1_L25_C56_IL4625","1_L25_C62_IL4625","1_L25_C64_IL4625","1_L25_C67_IL4625","1_L25_C68_IL4625","1_L25_C69_IL4625","1_L25_C70_IL4625","1_L25_C72_IL4625","1_L25_C73_IL4625","1_L25_C76_IL4625","1_L25_C78_IL4625","1_L25_C79_IL4625","1_L25_C80_IL4625","1_L25_C82_IL4625","1_L25_C83_IL4625","1_L25_C85_IL4625","1_L25_C88_IL4625","1_L25_C89_IL4625","1_L25_C93_IL4625","1_L25_C94_IL4625","1_L25_C95_IL4625","1_L25_C96_IL4625"
"Ntpcr",0,0,0,0,1.21525,0,0,0,0,0,0,0,0,32.8279,0,0,0,0,0,20.5579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ntrk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ntrk2",0,0,0,0.133713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831089,24.9092,0,0,0,2.36741,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ntrk3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ntsr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ntsr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nuak1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nuak2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.242378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nub1",0.22857,0,0,0,0,0,0,1.90618,0,0,0.356717,0,0.0984583,12.7455,0,23.6316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.585262,0,0,0,0,0,0,0
"Nubp1",0,0,2.86996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.8193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nubp2",0,0,0.204328,0,0,0,0,0,0,0,0,0,205.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5536,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nubpl",0,0,0,0.291198,0,86.3866,0,0,0,0,0,0,148.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512645,0,0,0,0,0,0,0,0,0,0,0
"Nucb1",225.22,0,18.3995,0.3578,0,0,0,0.547764,0,0.241171,0.119593,2.60623,17.9336,0.290178,38.7516,0,0,113.303,37.5821,23.0188,0.858828,0.129449,275.032,0,0,0.110423,0,6.94331,0,0,2.32873,97.0113,1.74783,143.099,0,0,0.121353,0.0982245,0,0,0,0
"Nucb2",0,0,0.180978,0,0,0,0.369471,0.159491,0.378126,10.9173,0,11.257,0.229468,44.8224,0,0,0.959299,0,0,0,0,0,0,0,0,0,0,0,0,10.0362,0,0,0,0,0,0,0,0,0,0,0,0
"Nucks1",39.5389,0.773976,0.469778,0.54046,8.58299,58.0205,5.3781,0.601566,40.1883,53.6959,3.39818,65.012,0.653629,2.17612,10.0908,0.0417932,0.510732,0.123822,94.206,0,0.0590005,0.0533955,0.0958932,0,0,0.0456054,0,8.36694,0.445507,0.0916421,0,0.0431398,0.0402503,0.0471429,4.00429,0.0608821,0.0500175,26.5403,0.0518322,0.158304,3.44794,0
"Nudc",1.33207e-11,0,0.219081,0,0.253344,14.4186,0,0,0,0,0.626245,36.8761,0,11.81,8.6483,0,0.580188,0.425176,0.468309,0,0,0,0,0,0,31.8463,0,0,0.207014,0,0,22.3317,0,0,26.1558,0,0,1.67006,0,0,0,0
"Nudcd1",1.33207e-11,0,3.1333e-10,0,0,2.44552e-10,0,0,0,0,0.626245,0.663937,0,38.6917,3.16183e-09,0.305988,0,0,2.59622e-09,0,0.107092,0,0,0,0,0,0,0,0.525271,1.10926,0,0,0,0,0,0,0,0,0,0,0,0.575846
"Nudcd2",96.4007,0,1.25514,0,0,49.6265,0,107.766,0,0,0,51.4003,0,0,0,14.4527,0,0,0,0,0,0,0,0.21221,0,0,0,0,0,0,0,0.179622,0,0,0,0,0,284.071,0,0,6.48383,268.809
"Nudcd3",0.131844,0.0637551,0.0668993,0.15394,0.23296,0.775331,0.205334,5.83155,1.26213,0,3.70354,131.808,59.3243,15.8775,0.356064,4.45531,0.177703,0.970355,9.6302,1.08508,0,0,0,0,0,0,0,0.131735,0,0,0,0,1.95366,0,0.759808,0,0,0,0,0,2.85225,0
"Nudt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt13",0,1.0307,0,0,0,3.76282,0,0.572302,0,0,0,0,116.317,2.22294,0,0,0,0,0,0,0,0,0,0,39.1457,0,44.4773,0.10668,0,0,0,0,0.101935,0,0,0.15356,0,0,0,0,0,0
"Nudt14",0,0,0,0,0,34.1161,0,0.746719,0,0,0,1.32158,150.462,51.3188,0,0,0,0,0,0,0,0,0,34.9682,0,0,0,17.9834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt16",0,0,0,0,0,0,59.4319,4.72697,0,0,0,0,0,11.1497,0,121.618,0,3.29341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt16l1",0,0,0,2.16425,0,0,59.4319,0,0,0,0,0,0,2.1832,0,6.71192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt17",0.228551,0,0,0,0,0,0,0.524835,0,0.26812,0,0,0.279985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231239,0,0,0,0,0,0,0,0,0,0
"Nudt18",0,0,0,0,0,0,0,0,0,0,13.1266,0,0,0.133739,0,18.2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867659,0,0,0
"Nudt19",0,2.77647,0,0,0,0,0,0,0,0,0,0.305746,0,0,0,8.60351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt2",32.1203,0,0,0,0,0,0,11.2761,0.287203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.58,0,0,0,1.61318,0,0,0,0,0
"Nudt21",32.1203,0,0,0.952067,0,0,0,0.972486,0.287203,0,0,0,0,2.30145,15.0128,51.9206,0,0,0.589802,47.5777,11.0259,0,0,0,0,0.291906,0,0,0,0,0,0,0,0,7.53728,0,1.61318,0,0,0,0,0
"Nudt22",0,0,0,0,0.362485,0,0.319859,0,0.326971,0,0,0,0,0.291057,1.00708,0,1.66104,0,0,0,0,715.642,0,0.37147,0,0,0,0,0,0.33305,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt3",0,0,122.378,43.6127,0,117.635,0,0,0,193.423,0,3.47435,0.324336,0,0,108.57,0.16928,80.9373,7.8995,76.4851,327.354,0.159336,0,0,0.144366,0.13585,81.2997,0,0,0.136419,2.08236,0,0.120071,0,52.9616,0.180665,0,0,0,0,0,0
"Nudt4",0.245461,0.158156,311.076,0.0955216,0.481635,0.0739939,121.676,30.3398,0.260922,0.483308,0.0957722,0,0.105703,1.82193,47.7329,10.9009,0.16534,0,0.487005,20.1584,0.11466,0.103732,0.186145,0.196653,0.0939332,0,0.244577,0,0.157332,0.177864,0,0,0,1.5543,0,0,0,0,0,0,0.107253,0
"Nudt5",0,0,73.6594,0,0,0,7.9437,0.637972,0.0945322,0,0,0,0,0,44.3852,0,2.27834,0,86.2207,0,0,0,0,0,0,0,6.38233,0,0,0,0,0,0,0,0,0.25512,0,0,0,0,0,0
"Nudt6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71435,0,5.72918,0,0,0,0,0
"Nudt7",0,0,0,0,0,0,0,0,0,0,0,0,73.8073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nudt9",0,0,61.2687,0,0,0,0,0,0,0,0,159.803,0,0,1.1821,0,0,0,0,221.948,0,0.552541,0,0,0,0,0,0,0.209371,0,3.14845,0,0,0,0,0,0,0,0,0,0,0
"Nuf2",0.112469,0,0.228167,0.131274,0,0,159.869,58.1817,0.11941,5.70502,0,6.33311,0,108.923,37.1866,0,0.151377,0,145.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108643,0,0,0,0
"Nufip1",0,0,0,0,0,0,0,0.117435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nufip2",0.0486328,16.4201,34.9322,0.0568,0.0573708,8.82026,4.5249,43.4596,0.0777196,26.5308,19.947,10.7996,0,10.1646,22.6118,9.15081,2.55958,64.5827,45.2476,34.8756,0.20466,5.156,0.055467,0,0,32.79,32.4479,8.25979,84.3362,45.3948,0,207.606,2.90938,0,23.9214,0,0,0,0.0299844,55.6349,0,0.0275442
"Numa1",0,0.0345398,11.2064,0,0,0,0,0,0,12.0994,16.2165,0.0379767,13.0263,0.0677374,0.577872,0,0,38.8364,0,0,1.70082,0,0,0,0,0,41.5162,0.926533,1.16762,0,0,0.219536,0,0.159935,0.205733,0,0,0,0.0439563,0,0,0
"Numb",0,0,0.155693,0.179176,0.180325,4.70227,0,0,0,0,0,23.6289,68.1798,0,1.16168,10.7048,0,0.452582,2.16119,1.89516,0,17.8772,0,0,0,6.62319,0,0.460394,0,0,0.158557,0.156191,0,0,0,0,1.512,317.595,0,0.143941,0,17.9191
"Numbl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192235,0.52982,0,0.137163,0,0,0,0,0,0,0,0,0,1.31885,0,0,0,0,0,1.512,0,0,0,0.256622,0
"Nup107",0,0,0,0,0.100943,0,0,0.076621,0,0,0,0,0,6.58051,0,8.10043,0,2.02014,0,0,0.120162,0.108707,0,13.2413,0,0,0,0,0,0,0,0,0.81931,0,0,0,0,0,0,0,0,0
"Nup133",0,0,0,0,0,0.200157,0,41.8287,0,0,0,0,0,0.461726,2.43609,10.6092,0,0,0,9.89556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255.567,0,0,0,0,0,0
"Nup153",0.468651,0.0412445,55.5497,0,112.861,0.115705,0.177065,0.228427,0.045358,5.79915,0.249301,0,0.551552,0,0,0,7.47027,7.92025,0,0,0,0,0,0,0,0,0,0,0,0.04641,0,0.0436828,0,0,0,0.184943,0,0.0205836,0,0,0,0
"Nup155",0.239847,35.3549,8.78502,0.140047,1.46106,0.253329,20.0623,0.321489,0.510747,0.141961,19.3675,0.0851128,0.41406,2.40983,0.259061,0.0794128,0.215682,0,0.259502,0,0,0,0,0,0,0.0433346,19.8052,0,0,22.5596,0,0,47.9972,0,0,0,0,16.1651,0,0.300833,0,0
"Nup160",0.361781,0.83171,12.21,0.528093,2.02574,2.61988,0.516809,0.484924,9.09851,0.695753,0.582172,51.5783,0.936582,0.171689,0.488467,0.314474,3.78138,12.2227,14.1897,32.5678,0,0,0,2.63748,0,0,0,0,0.348224,0.0492546,0,0.0463584,0,0,0.912695,0.0654202,0.161278,5.37466,0,13.2707,0,0
"Nup188",0,0,3.06032,0,0,7.22308,46.4903,0.243083,0,0,0,0,0,0,0,11.26,0,0,1.12827,0,0,0,0,0,5.67615,0,0,11.4605,0.305475,0,7.73021,0,0,0,6.84092,0,0,0,0,0,0,0
"Nup205",0,0,0,0,0,0,0,0,0,0,0,6.40174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03086,0,0,0,0,0.0395442,0,0,0,0,0,0,0
"Nup210",0,0.175676,0.110498,0.254243,0.256713,41.8041,0,45.3282,0,0,0,26.1923,0.375909,1.17138,28.5303,6.14443,19.6282,4.78714,0.11777,21.1663,0.254436,0.230276,0.330882,3.92752,0.33344,0.196704,0.543177,0.145005,0.139736,0,76.8465,3.72193,62.8741,0,0,0,0,66.9663,0,0,0,0
"Nup210l",0,0.0437981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nup214",0.124079,0.630927,12.1081,0.144909,0.182922,45.4626,1.22515,0.110879,0.363434,0.146943,0.0726007,8.43955,0.0803647,0,4.8747,0.708522,0.167411,4.60953,0.1678,16.5318,2.15365,0,0,0,0,0,0,0,2.47923,0.0338124,0,0,1.89986,0,0,0,0,0,0.11471,0,19.9583,0
"Nup35",0,0,0,2.97264,0,0,0,0,0,0,0,23.3017,0,0,6.13772,0,0,0,0,0,0,0,0,0,0,15.354,0,0,0,0,0,0,0,0,2.2087,0,0,0,0,0,0,0
"Nup37",0.462655,1.7774,0.7031,12.4097,2.70923,0.833584,28.4385,2.06628,33.6136,3.25609,1.35481,19.1073,293.382,8.92634,61.1516,0.46158,2.17172,0.227489,96.4642,0,0,0,0,0.277244,0,0,0,0,0,0.249319,0,0,0,0.255854,9.28763,0,0,0,0.282185,0,0,0
"Nup43",0,0,0,0,0,0,0,0,0,0,250.897,14.6977,0,84.4852,82.5243,0.226963,0,0,0.246414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255834
"Nup50",116.995,0,30.9305,0,0,2.02283,17.1851,0,0,0,0,0.464123,0,0,14.1923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558493,0.052136,0,0,0,0,0,0,0,1.21533,0
"Nup54",0,0,1.53381,0,0,0,0.964691,0,0,0,8.8515,0,0,0,0,0,0.156542,0,0,0,0.0814544,0,0,0.139701,0,0,176.678,0.11624,0.111717,0,176.072,0.118634,0,0,0,0,0,0.0561804,0,0,0,0
"Nup62",0,0,0.115179,0,0,0,0,0,0,0,0,1.20638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04249,0,0,0,0,0,0,0,0,0,0
"Nup62-il4i1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nup62cl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nup85",333.295,0,12.1971,0,0,0,0,0,0,23.8028,60.9882,0,0,0.478835,0,0,0,0.124327,3.83693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.667,0,0,0.122278,0,0,0,0
"Nup88",0,0.106898,0,69.166,0,0,0,0,0,3.39741,0,0,18.6252,4.29739,11.6088,0.330595,0,0,0,0,0,0,0,357.106,0,0,0,0,0,0.120165,0,0,0,0,0,0,0,0,0,0,0,0
"Nup93",0,0,0,0,0,0,0,25.9111,0,0,1.80904,32.4236,0,2.06651,0,0,0,0,2.06611,0,0,0,0,0,0,0,0,0,0,1.08635,0,0,0,0,4.4499,0,0,0,0,0,0,0
"Nup98",0,0.186809,0.130675,0.0751724,0.379216,0,0.267394,3.10654,0.547872,0.380619,0.150708,0,0.0832514,0,0,0.255945,0,1.95851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618407,0,0,0.622041,0,0,0,0
"Nupl1",0.113033,0,0.22931,0.131932,0.265857,0,0,24.3891,0.120006,0.133336,5.55773,27.3204,3.49883,0.213906,0.244269,0,0,0.887924,0,0,0,0,0,0,0,0,0,0.112955,0,0,0,0,0,0,0.921567,0,32.6902,0,0,0,0,0
"Nupl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nupr1",0,0,0,0.676806,0,0,0,0,0,0,0,0,0,697.443,0,0.585118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171.645,0,0,0,0,0,0,0,0
"Nus1",0,0,0,12.9243,0,37.0145,0,17.7725,0,0,0,44.601,7.9225,0,0,0,0,0.110256,0.243179,0,262.068,0.142557,0.0639866,0,0.0645238,41.8117,0,0,0,0.0611564,0.116744,0,0.483551,0,0,0,0,0,0,0.0528268,0,0
"Nusap1",1.67754,0,34.3689,0,0,0,0,0,14.6058,175.19,0,173.521,0.240651,19.1073,22.7161,0,0.376526,0.0914859,9.58212,9.8852,0.261149,0.118117,0,0,0,0,0,0,0,0,0,0,0,0,0.715549,0,0,0,0,0,0,0
"Nutf2",0,6.83953e-08,0.465739,0,0,0.638989,1.22941,7.18376e-08,1.52925,0,2.72278,1.07687e-07,0,0.453313,3.0039,8.47528e-08,0,7.91285e-08,1.47464e-07,1.39687e-07,8.39271e-08,1.28956e-07,8.15985e-08,32.2171,55.6893,0,1.04564e-07,8.6826e-08,1.04408e-07,0,0.950832,0,8.14498e-08,0,7.26579e-08,0,1.45156e-07,0,0,0.429375,0,0
"Nutf2-ps1",0,213.133,45.5568,0,0,13.0148,263.963,59.8682,250.073,0,36.5782,0.968902,0,48.8259,66.199,54.5997,0,0.36195,77.5841,61.2979,1.02455,0.23117,0.824975,0,3.66947e-07,0,5.9792,4.40843,28.5358,0,217.274,0,33.2421,0,18.54,0,0.434885,0,0,111.44,0,0
"Nvl",0.780411,32.3843,15.5284,0.607375,1.42896,0.548856,2.15936,0.852259,1.29019,58.9409,0.710504,14.8431,1.00794,0.410731,1.40522,21.9008,1.5184,0,0.0938431,0.3568,0.121505,0,0,0.104196,0.0995431,54.5889,0.129577,3.37918,0.25007,0.376892,0,7.26727,0.0828453,0.193726,47.1533,0,0,0.0837713,0.106577,38.3642,2.50048,74.2856
"Nwd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxf1",0.356997,408.223,0.241399,2.08334,3.07814,0.860105,1.35689,66.7685,1.89465,1.54367,16.4392,6.57318,5.83036,21.2753,0.77151,27.4727,2.72228,2.33716,27.1142,116.343,0.166653,0.150723,0.135134,0.142912,0,65.9977,840.003,5.11349,1.14281,0.258144,0.123143,0.364029,1.47659,660.373,132.439,0.170976,0,0.229895,7.8848,0.11167,0.15591,0.268673
"Nxf2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxf7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34552,0,0,0,0,0,0,0,0,0,0,0,0.0936932,0,0,0,0,0,0,0,0,0
"Nxnl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxnl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxph1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxph2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxph3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxph4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nxt1",0,0,0,0,0,0.290943,0,162.044,0,0.378058,0,0.341935,0,54.3107,2.10107,0,0.432972,0,0,0,0.903524,0,0,0,0,0,0,0,0,0.694276,0,0,0,0,0,0,0,0.624871,0,0,0,0
"Nxt2",32.779,0,0,0,0,0,0,0,0,0,26.0992,56.7567,0,0,158.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nynrin",0.0343827,0,1.1169,0,0.648736,0.871693,0.0357325,0,0,0,0,0.549137,0.0445307,0,0.0371359,0,0,0,0.0743981,0,0,0,0,0,0,0,0,0,0,0,0,0.0705474,0,0.0385459,0,0,0.0817575,0,0,0,0.315693,0
"Nyx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"O3far1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ORF61",0,0,7.08705,0.715366,0,0,0,0,0,0,0,0,0,1.97103,7.15308,0,0,0,0,0,0,0,0,0,0,0,0.182954,53.1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ORF63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTTMUSG00000016609",4.30181e-07,0.0201934,4.01051e-07,2.5663,3.88405e-07,0,3.51931e-07,0,0,0,3.49893e-07,3.86664e-07,0,3.89216e-07,0,3.62987e-07,3.82302e-07,0,3.46765e-07,2.73048e-07,0,0,0,0,0,3.24178,8.19739,4.29252e-07,0,3.98241e-07,0,0,3.44422e-07,3.97311e-07,0.235024,0,3.48895e-07,0,0,2.68065e-07,0,0
"Oaf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oas1a",0,0,0,0,0,0,0,0,0,0,0.688076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141896,0,0,0,0
"Oas1b",0,0.146152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oas1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oas1d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oas1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oas1f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oas1g",0,0,0,0,0,0,0,0,0,0,0.161939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oas1h",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oas2",0,0,0,0,0,0.0612332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oas3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oasl1",0,0,0,0,0,0,0,7.13979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oasl2",0.253403,0.489764,6.17069,0.591663,0.894912,0.0763828,0.525903,24.3023,0.269336,5.88682,176.207,87.7317,203.249,0.160056,44.3046,4.61931,157.25,5.8866,17.8255,0,124.105,0,3.12235,0.101503,838.251,0,0,12.0695,0.0812045,27.2633,6.21956,0,0.0807062,10.6639,0,0,0,0,0,4.60229,0,0.095473
"Oat",17.3151,0.122367,1.02923,0,0.298213,17.6459,158.608,0,0,0,0,0,0,359.557,0,0,0,0,0,0,0,173.647,0,0,0,0,0,0,0,0,0,0,0,0,38.7984,0,1.657,0,0,0,0,0
"Oaz1",567.09,397.897,244.505,1.49547e-05,179.572,181.155,385.859,163.513,1.61866e-05,2.14232e-05,271.282,222.961,0,195.318,83.3669,67.3757,165.082,211.695,101.017,201.92,309.094,6.07651,1.54927e-05,64.1408,177.837,121.806,0,111.353,257.804,0,0,1.99936,101.917,0,131.739,0,329.142,0,1.74882e-05,278.364,1.11145,1.90832
