,Adult_1_L28_C01_IL4898,Adult_1_L28_C02_IL4898,Adult_1_L28_C08_IL4898,Adult_1_L28_C10_IL4898,Adult_1_L28_C14_IL4898,Adult_1_L28_C15_IL4898,Adult_1_L28_C16_IL4898,Adult_1_L28_C17_IL4898,Adult_1_L28_C18_IL4898,Adult_1_L28_C19_IL4898,Adult_1_L28_C26_IL4898,Adult_1_L28_C31_IL4898,Adult_1_L28_C38_IL4898,Adult_1_L28_C39_IL4898,Adult_1_L28_C40_IL4898,Adult_1_L28_C45_IL4898,Adult_1_L28_C53_IL4898,Adult_1_L28_C56_IL4898,Adult_1_L28_C57_IL4898,Adult_1_L28_C58_IL4898,Adult_1_L28_C59_IL4898,Adult_1_L28_C60_IL4898,Adult_1_L28_C61_IL4898,Adult_1_L28_C62_IL4898,Adult_1_L28_C63_IL4898,Adult_1_L28_C64_IL4898,Adult_1_L28_C66_IL4898,Adult_1_L28_C68_IL4898,Adult_1_L28_C69_IL4898,Adult_1_L28_C72_IL4898,Adult_1_L28_C73_IL4898,Adult_1_L28_C74_IL4898,Adult_1_L28_C80_IL4898,Adult_1_L28_C81_IL4898,Adult_1_L28_C82_IL4898,Adult_1_L28_C87_IL4898,Adult_1_L28_C88_IL4898,Adult_1_L28_C95_IL4898,Adult_1D_L28_C33_IL4898,Adult_1p_L28_C21_IL4898,Adult_1p_L28_C51_IL4898,Adult_1pp_L28_C25_IL4898,Adult_1pp_L28_C34_IL4898,Adult_1pp_L28_C65_IL4898,Adult_1pp_L28_C67_IL4898,Adult_1pp_L28_C75_IL4898,Adult_1pp_L28_C79_IL4898
Zfp454,0,2.345282818,0,0,0,4.529833437,0,0,0,0,0,0,0,0,0,0,0,6.391546062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp456,0,0,0,0,0,0.624213217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.408725446,0,0,0,0,0
Zfp458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp46,2.119701453,0,0.696011624,2.041667036,0,0,0,0,0,0,0,0,0,3.506322658,0,4.662102935,0,5.844887757,0,0,4.70763522,1.770947416,0,3.533501054,0,0,0,0,0,0,3.394815929,0,0,0,0,0,0,0,4.830980344,3.323845604,0,0,0,0,0,0,0
Zfp462,0,0,0,0,0,0,0,0,0,0,3.114801767,0,0,0,0,0,0,0,1.162152018,0,0,0,0,0,0,0,0.761038419,1.103766179,0,0,0,0,0,0,0,0,0,0,2.039226146,0.782785965,3.030507355,0,0,0,0,0,0
Zfp467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.876315569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.698301836,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp472,0,0,0,0,0,0,0,6.387514192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.593158032,0,0,0,0,0,0
Zfp474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.279136956,0,0
Zfp503,0,2.353873725,2.841713531,0,0,0,0,4.38024459,1.340784424,0.089159132,5.33692246,0,1.887817679,0,5.129427279,0,0,0,1.959039351,1.664155125,0,0,0,1.457326372,0,3.260685109,1.965015874,5.622865943,0,0,0,0,0,0,2.285132891,0,0,0,0,3.25006264,0,1.067714429,0,0,4.619911822,0,0
Zfp507,0,0,0,0,0,0,0,0,0,2.889337249,0,0,0,0,5.944312648,0,0,0,0,0,0,0,0,5.377446549,0,0,0,0,0,0,0,0,0,0.591028286,0,0,0,5.652578274,0,0,1.23966688,0,0,0,0,0,0
Zfp51,0,0,0,0,0,0,0,4.669803479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp511,0,0,0,4.605405437,3.290844588,0,0,0,6.472978334,0,0,0,5.956758308,0,2.287377728,0,2.494607616,0,0,0,0,0.889200943,0,0,0,0,5.225336635,3.586008076,5.799703844,0,0,0,0,0,0,0,0,0,0,0,0,2.271870847,3.99238777,0,0,0,0
Zfp512,0,0,0.870076645,0,0,0,0,0,0,0,1.492606948,0,0,0,0,0,0,0,0,0,0,0.945989675,0,0,0,0,0,0,0,0,0,0,0,2.906203709,0,0,0,0,0,5.682314848,0,0,0,0,0,0,0
Zfp513,0,0,0,0,0,0,4.439496813,0,0,0,0,0,1.569024377,0,0,0,0,0,0,0,0,0,0,0,0,0,1.650300433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631558328
Zfp516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070622888,0,0,0,0,0,1.056000784,2.940234419,0,0,0,0,1.191726871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp518a,0,0,0,0,0,2.8600848,0,0,0,5.721164826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.543628887,0,0,0,0,0,0,2.805847549,0,0,0,0,0.987524612,0,0
Zfp518b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06968842,0,0,1.671415668,0,0,0,0.752799962,0,0,0,0,0,0,0,0,0.239104707,0,0,0,0,0,0,0,0,3.785770235,0,0.850983398,0,0,0,0
Zfp52,0,0,0,0,0,0,0,0,3.883278673,0,0,0,2.143827664,0,0,0,0,0,0,0,0,3.637981131,0,0,0,0,0,0,0,0,0,0,0,0,5.977726403,0,0,0,0,0,0,0,0,0,0,0,0
Zfp521,1.983123126,0,0,0,0,0,0,0,0,4.347665656,1.41130692,1.292875963,0,0,0,4.812452017,0,2.216752841,0,0,0,0,0,0,0,0,0,4.145351386,2.710642253,0,0,0,0,0,0,0,0.446129161,0,0,0,0,0,0,0,0,0,6.984555174
Zfp523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347075987,0,0,0,0.373397649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp524,0,3.507261854,0,0,0,0,0,0,4.475746399,0,0,0,6.639288608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.519843797,0,0,0.573209693,0,0,0,0,0,0,0,0,0,0,0
Zfp526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167566673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp53,0,7.338460072,0,0,0,2.373664914,0.219177816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.127927071,0.5473906,0,0,0,0,0,0
Zfp532,0,0,0,0,0,0,0,1.20799902,0,0,0,0,1.365048583,0,0,1.820019619,0,0,0,5.382463214,0,0,4.749056866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.935124023,0,0,0,0
Zfp536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp54,4.950421754,0,0,0,0,0,8.167317781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.917336273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.905206469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.583580759,0,0,0,0,5.815977545,2.814720625,0,0,0,0,0,0,0,0,0
Zfp560,1.378433938,0,0,2.240412032,0,1.076237548,0,0,0,0,1.311485677,0,2.067428767,0,0,0,0,0,3.056895616,0,0,0,0,0,0,0,0,0,0,0,0,0.372885253,0,0,0,1.650075209,0,0,0,5.073546061,2.549516392,3.300092966,1.04545695,0,0,0,0
Zfp563,0,0,0,4.714102615,0,0,0,0,6.434319641,0,0,1.639709123,0,4.312977317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219741612,0,1.350265266,0,0,2.387828474,0,0,0,0,0,0,0
Zfp566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982320084,0,0,0,0,4.633878714,0,0,0.294923591,0,0,0,0,0,0,0,0,0,0
Zfp568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725802222,0,0,0,0,0,0,0,0,0,1.114660199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.607623854,0,0,0,0,0,0
Zfp574,0,1.336220536,0,0,0,0,0,0,2.27995855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.290409658,0,0,0,0,0.691739612,0,0,0,0,0,0,0,0,0,0,0,0.612569535,0,0,0
Zfp575,1.461879499,0,0,1.315948734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558522349,0,0,0,0,0,0,0,0,0,0,0,0
Zfp579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.224599858,0,0,0,0,0,0,1.325443983,0.937366993,0,0,0,0.691757475,0,0,0,0,0,5.578437606,0,0,0,0,0,0,0,1.333343582,0,0,0,0,0,0
Zfp58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.461335375,0,7.756142635,0,0,0,0,0,0,0,0,0,2.171635985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp583,0,0,0,0,4.608194192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.326738667
Zfp59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.142870845,0,0.603729592,2.815280302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.821546959,0,0,0,0.084812639,0,0
Zfp593,0,0,4.596028702,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298628992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.424989251,0,0,0,0,0,0
Zfp595,3.702147745,0,0,0,0,0,0,0,0,0,0,0,0,0,5.508878632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16531384,0
Zfp597,0,0,0,0,0,0,0,0,0,0,0,0,2.072050905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.249408932,0,0,1.79758994,0,0,0,0,0,0,4.827346515,0
Zfp598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087177669,0,0,0,0,0,0,0,3.376081967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.564470849,0,0
Zfp599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.969436025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.837969472,0,0,0,0,0,0,0,0,0,0,3.033523436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.437467458,0,0,0,0,0
Zfp605,0,0,0,0,0,4.457594292,0,0,0,0,0,0,0,0,0,0,0,0,2.448964365,0,0,0,0,0,0,0,0,0,0,0,2.406648229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp606,0,0,0,2.151670514,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163704817,0,5.870574327,0,0,0,4.5848062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.057507459,0,5.014176731,0
Zfp607,0,2.290315283,0,0,0,0,0,0,0,0,0,0,0,3.315938593,0,0,0,0,0.9912597,2.176408949,0,0,0,0,0,0,0,0,0,4.553581683,0,0,0,1.220410446,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp608,0,0,0,0,0,0,0,0,0,0,2.788564611,0,0,0,0,0,0,0,0,0,0,0.795010498,0,0,0,0,0,0,0,0,0,2.489668806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp609,0,0,0,0,0,0,0,0.082634472,0,0,0,0,0,1.622246314,0,0,0,0,0,0,0,0,0,0,0,0,0,1.751330886,0,0,2.996674365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp61,0,0,0,0,0,0,0,1.233194762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.779502688,0,0,0,0,0,0,0,0
Zfp612,0,0,0,0,0,0,0,0,6.948297139,0,0,0,1.261933931,0,0,0,0,0,2.022513407,3.340946747,0,1.402913141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.130711814,0,0,0,0,0,0
Zfp617,0,0,0,0,0,0,8.357046093,0,0,0,4.556447809,0,0,0,0,0,5.438322797,0,0,2.751240894,0,3.769359179,0,0,0,0,7.825283191,0,0,0,0,0,0,0,6.933395595,0,0,0,0,0,2.074830794,0,0,0,0,0,0
Zfp618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp62,0,0,0,0,0,0,0,0,0,0,0,0,4.818947678,0,4.342711181,1.437733765,0,0,0,3.678500142,0,0,0,0,0,0,0,0,0,0,0,0,6.10429472,0,0,0,6.700689394,0,0,3.974960588,2.673536072,0.63484415,0,2.818693115,0,0,6.9198406
Zfp622,0.726238326,1.111545515,0,0,2.399138274,0,0,0,0,0,0,0,0,0,0,0,0,2.761910731,3.481014715,0,0,0,0,0,0,0,0.537892407,0,0,0,0,0,0,0,0,0,3.286298631,0,0,0,0,0,0,0,0,0,0
Zfp623,0,0,0,0,0,0,0,0,0,0,0,2.523742595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.490857293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30924605
Zfp628,0,0,0,0,0,0,0,0,0,2.309918303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983250842,0,0,0,0,0,0,0,0,0,1.922704035,0,0,0,0,0,0
Zfp629,0,0,0,2.351554836,0,0,0,4.302231302,0,0,2.805505026,0,0,3.260356926,0,0,0,0,0,0,0,0,0,3.268826605,0,0,0,0,0,0,0,0,1.995412156,0,0,0,5.537426537,0,4.035579924,0,0,0,0,0,0,0,0
Zfp637,0,0,0,0,4.959918497,6.497807139,0,7.761531287,8.238863271,2.78679498,7.758589673,0,6.004703625,0,7.711102517,7.372899876,0,5.461073389,0,3.3438768,0,6.475822584,0,0,0,2.165432836,0,0,0,0,0,0,0,6.387121244,0,0,0,0,0,5.572559266,0,8.137728927,8.404051583,0,0,3.240532625,0
Zfp639,0,0,0,0,0,0,0,0,0,2.337214411,4.848262378,0,0.063640993,0,0,0,0,2.028905035,0,3.278691049,3.983914781,0,0,0,0.244119853,0,0,0,0,0,0,0,0,0,0,0,4.670653417,0,0,0,0,0,0,0,0,1.937253985,5.717410477
Zfp64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196267102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp644,0,0,0,0,0,0,3.49953978,0,0,0,1.618356134,4.59126651,4.871483915,0.926485297,0,1.289740053,4.66131066,0,4.871592338,4.037092248,4.650299284,0,0,0,0,0,0,0,0,3.308692879,0,0,0,5.428778891,0,0.49646235,3.836116017,0,0,6.960998148,0,0,2.807049863,0,0.330156799,0.374010058,0.170796767
Zfp646,0,0,0,0,0,0,0,0,0,0,1.942465711,0,0,3.79469658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp651,1.934720295,0,2.247730079,0,0,3.710613602,0,0,2.334213565,0,0.408744464,0,0,0,0,0,0,0,0,0,0,1.012718835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp652,1.893249587,0,0,0,0.045554803,0,0,0,0,0,0,0,0,0,2.122742285,0,1.181789536,0,0,0,0,0,0,0,3.074320464,0,0.840040183,0,0,0,0,0,0,0,0,0,0,0,0,1.675987509,0,0.586663877,0,0,0,0,0
Zfp653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458507998,0,0,0,0,0,0,0,0,0,0,0
Zfp654,0,0,0,0,0,0,0,0,0,0,0,0,0,4.425184006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp655,7.066379853,4.334010425,0,7.618165227,0,7.609503816,0,6.984783003,0,0,1.209072756,0,0,0,7.445163868,4.453155378,2.67628095,2.583198931,0,0,0,0,0,1.34112044,0,0,0,1.658522271,2.694436733,0,0,0,0,0,0,8.743484674,7.012479284,0,0,0,0,3.769433237,0,0,0,0,8.422317111
Zfp661,0,7.575932484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.846296731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp664,3.076227285,0,0,0.379144051,0,4.282484286,0,0.201169615,0,0,0,0,0,0,0,1.075073908,0,0,1.698462982,0,0,1.246742498,0,0,0,0,0,0,2.551324056,0,0,0,0.956101271,0,3.401999011,0,0,0,4.728247066,2.753782081,0,0,0,0,0,0.29326453,0
Zfp667,0,0,3.511784274,5.773827579,0,0,0,0,4.078678143,0,0,0,0,2.623293321,0,0,0,0,0,0,0,6.810404542,0,0,0,0,0,5.591610607,0.749010726,0,3.399827337,2.033609769,6.112399888,0,0,0,0,0,0,0,0,2.488607552,0,0,0,0,0
Zfp668,1.724056484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774274713,0,0,0,0,0,0,0,3.233690228,0,0,3.42921423,4.737854381,0,0,0,6.204117235,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp672,0,0,0,0,0,0,0,6.400416675,0,0,0,0.022374916,1.406101238,0,0,0,0,0,4.656439165,0,0,6.977028002,0,0,0,0,0,0,0,0,0,0,0.546827801,0,0,0,0,0,4.015542171,7.228616699,0,1.88019181,0,0,3.340861316,0,0
Zfp677,0,0,2.127266782,0,0,0,0,0,0,0,0,0,0,0,0,7.12742693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94262241,8.475822584,0,0,0,0,0,0,0,0,0
Zfp68,4.731791479,2.306276824,0,5.212242478,0,6.91787328,2.127702607,2.064386236,5.227201967,0.306787185,0,0,0,0,6.107558155,0,6.414549944,0,0,0,0,0,2.303465147,0,0,0,0,0,0.530450349,1.681863011,0,0,0,1.221846155,4.567685378,0,1.162429196,0,0,0,6.083268692,0,0,0,0,0,0
Zfp687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610066914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.588816557,0,0,0,0,0,0,0,0,0.819823479,0,0,0,0,0,0,0,0,0,0,0,0
Zfp689,0,0,3.098960164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.074687389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp691,0,0,0,0,2.790584392,0,0,0,0,0,1.168205567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.936579523,0,0,0,0,0,0,0
Zfp692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928593935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.288507697,0,0
Zfp697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.156532126,0,0,0,0,0,0,0,0,0,5.527126651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.377370194,0,0,0,0,0,0,0
Zfp7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp703,0.928495399,0,0,0,2.809282723,0,0.6588467,0,0,0,0,0,0,1.54301573,0,0,0,0,0,0,0,0,0,0,3.747988845,0,0,0,0,0,0,0,0,3.601803467,0,0.392317423,0,0,0,0,5.106344131,0,0,3.469612515,0,0,0
Zfp704,0,0,0,4.88171845,0,0,0,0,0,1.954229818,2.885880831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244801834,0,0,0,0.562269293,0,0,0,0,0,0
Zfp706,4.989452405,3.21454294,2.132343229,3.666870185,0,5.145371767,0,0.986250728,6.67523727,1.457846407,2.314151243,0,1.979330299,4.043143242,3.444680317,3.509543838,0,4.086461093,2.687645265,0.270194019,2.357785632,3.081866224,0,0,0,2.271243385,0,0,3.667755908,7.382347348,0,3.5930071,3.93392194,0,3.280175385,0,6.379866981,0,2.265055768,3.463988577,2.576258486,0,0,0,1.838282185,0,0
Zfp707,0,0,0,0,0,6.262876602,0,0,0,0,0,0,1.89201403,0,0,0,0,0.213950676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.405951528,0,0
Zfp708,0,0,0,0,0,0,0,8.036497839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79839896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp71-rs1,0,0,0,3.573762296,0,0,4.188788609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp710,0,0,0,0,0,1.523521811,0,0,2.662260198,0,0,0,0,0,0,0,0,0,0,0,0,1.781372304,0,0,0,0,0,0,2.966109258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32546701,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp712,0,0,0,0,0,2.531351515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10648233,0,0,0,0,0,0,0,0
Zfp715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.493330301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.607229692,0,0,0,0,1.535231823,0,0,0,0,0,0,0,0,0
Zfp719,0,6.039629739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.391472168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55113453,0,0,0,0,0,0
Zfp72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295417411,0,0,0,0,0,0,0,0,3.459247991,0.48674526,0,0,6.720716243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.960659975,0,0,0,0
Zfp74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.808451984,0,0,0,0,0,2.58171037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp740,4.55632518,0,0,4.214093712,0,0,5.659602085,0,0,0.050689749,0,0,0,0,0,0,0,6.100628702,0,0,0,0,0,1.337311477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.033052919,5.376127126,0
Zfp746,0.637127954,0,2.160281286,0.133563526,0,6.191142146,0,0,1.559829504,0,0,0,0.785073411,0,0,0,0,0,0,0,0,0,3.28197267,0,0.547903839,0,0,0,0,0,0.813278405,0,0,0,0,0,0,0,0,5.986756777,0,0,0,0,0,0,5.845623024
Zfp747,0,0,0,0,0,0,0,0,0,0,0,4.987038849,0,0.21904148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706738295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp748,0,0,0,0,0,2.270508012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.956683977,4.850469409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp758,4.440746274,0,0,0,0,0,0,0,0,0,0,7.570364258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006154376,0,0,0,0,4.962521261,0.464940054,0,0,0,0,0,0,0,0,0,0,0,0.102228114,1.792018222
Zfp759,0,0,0,0,0,0,0,1.691882514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp760,0,0,0,0,0,0,0,0,0,0,0,0,0,2.107158896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.958465948,0,0,0,0,0,0,4.180625285,0,0,0,0,0,6.546524095,0
