,Adult_1_L28_C01_IL4898,Adult_1_L28_C02_IL4898,Adult_1_L28_C08_IL4898,Adult_1_L28_C10_IL4898,Adult_1_L28_C14_IL4898,Adult_1_L28_C15_IL4898,Adult_1_L28_C16_IL4898,Adult_1_L28_C17_IL4898,Adult_1_L28_C18_IL4898,Adult_1_L28_C19_IL4898,Adult_1_L28_C26_IL4898,Adult_1_L28_C31_IL4898,Adult_1_L28_C38_IL4898,Adult_1_L28_C39_IL4898,Adult_1_L28_C40_IL4898,Adult_1_L28_C45_IL4898,Adult_1_L28_C53_IL4898,Adult_1_L28_C56_IL4898,Adult_1_L28_C57_IL4898,Adult_1_L28_C58_IL4898,Adult_1_L28_C59_IL4898,Adult_1_L28_C60_IL4898,Adult_1_L28_C61_IL4898,Adult_1_L28_C62_IL4898,Adult_1_L28_C63_IL4898,Adult_1_L28_C64_IL4898,Adult_1_L28_C66_IL4898,Adult_1_L28_C68_IL4898,Adult_1_L28_C69_IL4898,Adult_1_L28_C72_IL4898,Adult_1_L28_C73_IL4898,Adult_1_L28_C74_IL4898,Adult_1_L28_C80_IL4898,Adult_1_L28_C81_IL4898,Adult_1_L28_C82_IL4898,Adult_1_L28_C87_IL4898,Adult_1_L28_C88_IL4898,Adult_1_L28_C95_IL4898,Adult_1D_L28_C33_IL4898,Adult_1p_L28_C21_IL4898,Adult_1p_L28_C51_IL4898,Adult_1pp_L28_C25_IL4898,Adult_1pp_L28_C34_IL4898,Adult_1pp_L28_C65_IL4898,Adult_1pp_L28_C67_IL4898,Adult_1pp_L28_C75_IL4898,Adult_1pp_L28_C79_IL4898
Matn2,0,4.603602609,0,0,0,1.681525727,0,0,0,0,0,0,0,0,0,0,0,0,0,3.706210041,0,0,0,4.461207663,0,0,0,0,0,0,0,0,0,0,0,3.169275643,0,0,0,0,0,0,0,0,0,0,5.465804726
Matn4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matr3,0,2.025751733,1.988015666,0.69810288,0,2.515684702,0.493964938,6.934233407,2.717166421,6.579154498,5.038453741,5.273239856,5.554048507,3.956762954,7.084393852,2.168763966,6.996987485,6.995439293,1.001384323,0,2.722852877,3.340576511,3.564536698,7.036668166,7.734479312,5.650488859,6.417471121,6.088353643,6.223414827,0,5.724159104,3.397296424,3.275005557,0,0,6.106471861,4.241222407,6.130953515,5.38640746,2.789631191,3.987402732,2.436095194,4.883053792,4.856054458,2.78910113,2.240271582,6.481891438
Mau2,0,0,0,0,0,0,0,5.185767456,0,0,0,0,0,0,0,0.155943478,0,0,5.21877342,3.683191142,2.924660508,5.274384677,0.80662927,4.35606632,0,0,0,0,0,0,0,0,0,0,0,7.610050372,0,0,0,5.398008264,6.0144892,4.578340988,0,0,0,0,0
Mavs,0,0,0,3.575227606,0,0,3.3156836,0,3.616545903,0,0,0,0,0,3.368097822,0,0,3.276420732,0,0,0,0,3.92664469,0,0,0,0,0,0,0,0,0.656807529,7.580130406,7.537575632,0,0,0,7.626132458,0,0,0,0,5.07857568,0,0,0,0
Max,0,0,0,0,0,0,0,0,0,0,6.053943253,0,5.787683201,0,0,0,5.523044375,0,0,1.11456026,0,6.994624977,0,0,6.293429344,0,0,0,0,5.985948926,0,0,0,0,2.604771146,0,0,0,0,0,0,0,0,0,0,0,0
Maz,0,6.504690301,0,0,1.996341741,0.785734669,0,2.43932526,0,2.174150712,0,0,0,0,3.030978703,0,0,0,0,0,0,0,0,0,0,0,0,0,4.110914423,0,3.833881842,0,0,0,0,0,0,5.450284192,2.853127374,2.276285234,0,0,6.596344828,0,0,0,0
Mb,0,0,0,0,0,0,0,0,4.779380553,0,6.397563405,0,0,0,0,0,6.862240601,8.528793988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.240908078,0,0,0,0,0
Mbd1,0,0,2.692784257,0,2.763889561,0,0,0,3.279532211,0,0,0,1.408206422,0,0,0,0,0,0,0,0,4.775313975,0,2.296193073,0,7.13081764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbd2,5.760189005,0,0,0,3.439423673,0.965499873,0,0,0,2.159170602,3.909129843,0,0,0.739606193,0,1.407651865,0,0,4.493256637,0,0,0,3.025181209,0,0,2.166802197,5.065615392,0,0,0,0,2.58423135,3.039071698,2.119787759,0.190956137,5.717882018,0.468687573,0,6.00113117,2.677566873,0,0,0,0.003760529,8.068665437,0,0
Mbd3,0,0,3.866294777,0,0,0,3.420980866,0,0,0,0,0,0,3.1626596,5.118683648,3.19227782,0,0,0,0,0,4.518786896,0,0,1.143935389,0,0,0,1.935505008,0,0,0,2.455473209,0,0,0,0,0,0,0,4.839889063,0,0,0,0,0,0
Mbd4,0,0,0,0,0,0,0,0,0,0,0,0,1.192086827,4.867179879,0,0,4.298409048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.074714359,0,0,0,0,0,0,0,0,0,0,0,0.414232973,0,0
Mbd5,0,4.123641368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.956386613,0,0,2.995587629,0,0,0,0,1.830036226,0,0,0,0,0,0,0,0,0,2.911037668,0,0,0,0,0,5.328437974,0,0,0
Mbd6,0,0,0,0,0,1.604213688,0,0,0.484932104,0,0,0,0,0,0,0,0,0,3.696016077,0,0,0,0,0,0,0.556807054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbip,0,0,0,0,0,0,0.634732653,0,0,0.498822725,0,0,0.880654183,3.140160225,0,0,0,0,0,3.228863317,0,0,4.409024275,0,0,0,0,0,0,0,0,0,0,0,3.890748236,0,0,0,0.07918352,6.062959241,0,6.852772929,3.330314584,0,0,0,0
Mbl1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mblac1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.421837282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mblac2,0,0,0,0,0,0,0,0,0,0,0,0,1.691315287,0,0,0,0.012840382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.450696596,0,0
Mbnl1,7.609333898,1.552731184,5.546514835,6.214622201,2.915761808,7.515896914,5.807617675,4.399772661,4.932817103,4.735235126,6.566553375,3.544559572,3.148281735,7.518637421,6.855204869,7.636233082,3.319821666,6.969749128,7.101345421,0.265496907,6.376465777,3.509239782,6.00623518,4.706602382,6.00269802,4.266021897,1.704495753,7.631242549,6.752641563,0,7.626767648,5.968192152,0,4.328944145,4.977321143,7.900154339,3.598138873,8.380010761,6.674884313,4.930093894,7.231873967,4.802317314,2.842556518,3.921921845,7.957926203,1.748177819,0
Mbnl2,5.982471145,6.078046172,4.77996881,0,6.127973692,0.790313305,6.462953722,2.695234417,0,0,2.138096874,1.205930452,4.313949611,5.216536349,0.575380107,5.305281101,4.909744308,4.113233748,5.962759536,2.490149069,5.679581436,0,3.233460157,0.134680951,2.972431659,1.465708096,1.613262891,3.196906001,4.942781907,4.868760834,5.486701503,5.69113212,6.039362152,6.281301362,0,6.618504437,7.082521645,2.976832848,2.459387026,0,5.043659469,3.033583341,5.563097101,5.156028453,6.849561482,0,0
Mbnl3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.909547515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mboat1,0,0,0,0,0,0,0,0,0,0,0,0,0.830506841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mboat2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mboat7,0,0.898935806,0,3.501400928,0,2.577641515,0,0,2.299411722,0,3.259518063,0,0,0,0,0,0,0,1.985274536,2.017252057,0,0,3.316506371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38897199,0,2.338946343,0,0,0,0
Mbp,4.110237946,0,0,2.747875019,0,3.048312923,0,0,0,3.647510233,5.398812085,0,0,0,0,0,6.09529363,1.847519937,0,3.160034362,0,0,3.166431055,1.107915469,0,0.553979722,0,4.919916854,0,0,0,0,4.151939974,0,0,0,0,0,4.582790813,0,0,0,0,0,0,0,0
Mbtd1,0,0,0,0.171373381,0,0,0,0,4.384878704,0,3.840090552,0,0,0,0,4.685979382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.220370201,0,0,0,0,0,0,3.463844755,0,0,0,0,0,0,0,0,0
Mbtps1,0,0.627055801,4.041251745,3.734514538,0,0,0,4.441702576,0,0,0,0,0.239618004,2.312877148,1.08616553,0,0,0,0,2.74451419,0,0,2.507411562,5.748912005,0,0,0,0,5.976743966,0,0,0,2.139092891,2.436929366,3.910838174,3.992958723,0,3.924613006,5.271563873,2.547755808,0.059078342,0,5.864594747,0,0,0,4.903843293
Mbtps2,0,0,0,0,0,0,0,0,0,0,0,3.163683888,0,0,0,0,0,0,0,0,3.451567207,0,0,0,0,0,0,4.879985065,0,0,0,0,0,2.94350505,0,0,0,0,2.340397055,0,0,0,0,0,0,0,0
Mcam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.630370522,0,0,0,0,0,0
Mcart1,0,0.230375192,0,0,0,2.811427872,0,0,0,6.414949019,5.942739689,1.227075632,1.071996007,0,3.869525986,0,3.951401292,0,2.283432891,0,0,0,1.328549275,5.634575844,0,0,0,0,4.905509757,1.131365589,0,0,0,3.625293872,5.822296765,0,0,0,1.051713157,6.465207217,4.850664427,0,0,1.135259044,4.722187295,0.688305708,0
Mcart6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.966423084,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcc,0,0,0,0,5.271586282,3.351388048,5.244411409,4.770776199,0,0,0,3.633605579,0,0,0,0,0,0,0,4.192486147,1.425588207,0,0,0,4.899165961,0,0,0,0,0,4.302699235,0,0,5.697039833,0,0,0.004192146,0,0,0,0,0,0,0,0,4.726733145,5.260003067
Mccc1,0,0,0,1.183975535,0,0,0,0,0,0,0,0,0,0,2.711609437,0,4.616798767,0,0,0,0,0,0,0,0,0,0,0,0,0,4.639753107,2.667864883,0,0,0,0,0,0,0,0,0,4.741812113,0,0,0,0,5.4947676
Mccc2,5.840785475,0,0,0,4.577156881,0,0,0,0,0,1.799721455,0,0,0,0,6.863529662,0,0,0,0,0,7.372995615,0,0,0,0.242071972,0,5.393299495,5.157884498,0,0,0,0,0,0,0,0,0,8.211328625,0,0,0,0,0,0,0,0
Mcee,7.087144565,3.23594452,0,4.65940514,5.344988235,0,0,5.656121633,5.756919202,5.597033505,4.112116265,0,0,0,0,0,0,0,1.688748818,0,2.765258911,3.204600878,7.724936709,0,4.428336721,0,6.354050102,0,0.303856716,5.725397617,0,0,0.185600177,0,0,0,2.268458348,0,1.556885512,2.464754512,6.734208315,0,0,0,6.976947836,0,0
Mcf2l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015055045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcfd2,3.840584083,8.05326342,2.861774768,6.382096563,7.793707342,2.119542105,2.711827459,3.925211416,2.380396992,0,1.326571862,1.36052722,0.957000788,3.986884171,0,0,0,0,0.135350992,7.384326159,0,0,0,5.884876275,0.459032855,0,6.888682374,7.774628947,3.099820337,5.505055677,0,5.149673967,6.489676191,8.184696854,2.666817934,1.089077756,0,7.106871729,2.372631773,0,2.610078729,0,7.523091435,0,0,7.421080201,2.689797867
Mcl1,5.845520159,5.606119422,0,5.445925299,2.662273872,5.726406191,4.681854018,1.76366652,5.13555539,3.637366801,3.693587315,4.783603326,6.449807305,5.496670059,2.550876045,5.362862596,6.031324613,6.133249094,1.880231,0,4.317260648,0,4.329683339,7.472958845,6.72628629,5.950652705,5.263079489,6.402989861,6.808938441,2.052022821,4.921136373,5.326364767,0,4.178172832,4.003350373,5.61363773,5.367542306,4.595378338,1.52901631,0,4.928967177,4.587425002,7.198101209,0.585904754,0,0,5.624530831
Mcm10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.416553336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.844703003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm3ap,0,0,0,0,0,0,0,0,0,0,0,0,0.424427672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104851576,0.472009393,0,0.513238062,0,0,0,0,0,0,0,0,0,0,0,0
Mcm4,0,5.462781991,1.803284908,0,0,0,0.660171074,0,0,2.614389471,0,0,0,0,0,0,0,3.554944877,0,0,0,0,0,0,0,0,0,0,1.269200753,0,0,0,0,0,2.092870438,0,0,3.489388793,3.534995366,0,3.63144192,0,0,0,0,0,0
Mcm5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410047977,0,0,0,0,0,0,0,1.491996717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm6,0,0,0,0,0,0,1.449534963,0,0,0,0,0,0,0,0,0,0,0,0,4.26713874,0,0,4.20043373,0,0,0,0,2.932537454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.802076866,0,0,0,0
Mcm7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.138583501,0,0,0,3.784242222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.958155956,0,6.421533016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcmbp,4.656793803,4.680155545,6.297009784,6.467672385,6.441808793,5.324061705,3.68457191,5.791707297,5.730509537,4.380452407,2.635420084,4.968869505,5.184700821,4.868355879,3.635974899,0,4.131622407,5.975884644,5.824411462,6.53904246,4.443029723,5.658908379,4.508238478,0,0,5.217440124,1.249985303,5.358839299,2.910517776,6.891078888,4.919802472,3.290296113,3.862381958,5.827768225,4.722072509,1.559863758,4.245267467,0,5.560913617,2.252034103,3.767167462,2.704360735,6.796610732,1.055258137,5.522090284,2.265448898,0
Mcoln1,0,0,0,1.495741205,0,0,0,0,2.506279491,0,0,0,0,0,0,0,0,0,0,0,0,0,3.339693257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcph1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160074712,0,0,0,0
Mcrs1,0,0,0,0,0,0,0.236792607,0,0,0,0,0,0,0,0,0,0,0,0.352385658,0,0,0,0,4.986115084,0,0,0,0,0,1.965570057,0,0,0,0,0,0,0,0,0,0,4.350999274,0,0,0,0,0,0
Mctp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mctp2,0,0,0,0,0,0.602086253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.143465258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcts1,0,0,0,0,0,1.291073058,0,0,5.865265595,0,0,0,7.489583074,4.002063381,0,0,5.349230797,0,7.015381598,0,0,0,0,0,3.633989115,0,0,0,5.616637057,0,0,6.260667422,4.472221303,0,0,0,0,0,4.883591493,0,3.569539699,0,0,0,0,0,0
Mcts2,0,0,0,0.136375157,0,0,0,0,0,0,0,7.669806313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.299377468,0,0,0,0,0,0,0,0,0
Mdc1,1.649546484,0,0,0,0,0,2.100960833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mdfi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mdfic,0,0,0.347291471,0,0,0,0,0,0.736197876,0,0,0,3.20097352,0,0,0,0.200705219,1.196506329,1.405959695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992891671,0,0,0,0,2.648580486,0,0,0
Mdga1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mdh1,7.060620283,7.450584434,0.235886329,6.480281281,0,4.811023972,3.901870912,0,0,7.022767273,3.931739781,6.86559719,6.518155847,4.328427202,4.722291142,6.605879491,7.106117959,0,4.83960693,7.437985048,0,8.998573507,4.299654956,4.63109846,2.735578498,0,7.355729892,3.050931743,6.705051737,3.335483256,2.298951516,6.66106548,2.550211158,0,6.544902629,0,0,7.697064861,0,5.689053099,0,0,2.160219963,0,7.744463868,3.200730326,5.880203077
Mdh2,3.264898185,0,0,3.152172059,7.983267262,6.342956465,7.978207072,0,5.559708996,0,6.183369395,0.984757032,8.193796379,0,7.6109141,0,7.044492482,0,3.926957733,7.935483321,0,8.6595607,6.30612915,4.163756333,4.35519955,7.24732943,8.140645748,7.219700961,7.965443768,0,7.500212492,3.742987082,8.067751638,2.744593839,7.592150525,5.551291444,6.343796871,0.062784868,0.362733576,4.590973214,3.103608418,0,0,0,1.241046941,7.42811726,0
Mdk,0,0,0,0,3.077432725,4.076798498,0,0,0,0,7.184181096,0,0,0,0,0,0,3.041735363,0,0,1.492801757,0,0,0,6.449029757,0,7.608750115,0,0,0,0,4.248527246,0,0,2.30416931,2.225441527,5.720349613,8.084765877,0,0,4.219284706,0,0,6.213938238,0,0,6.244582661
Mdm1,0,0,0,0,0,0,0,0,0,0,0,0,2.080879337,0,0,0,0,0,0.69063164,0,1.495644002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mdm2,0,2.575685059,0,0,0,0,0,3.831330048,0,0.375145109,0,0,0,0,0,0,0,0,0,0,0,0,4.823688228,0,0,4.354247619,0,0,0,0,0,0,4.758271193,0,5.769195181,0,0,0,0,6.707773243,0,0,0,0,0.419474171,0,0
Mdm4,0,0,0,0,0,0,0,0.025369046,0,0,2.902183587,0,0,0,0,0,0.176169558,0,0,0,0,1.205867911,0,1.998491595,0,0,0,2.793431899,0,0,0,0,2.635691715,3.431021154,0.181840411,0,1.385320587,0,1.305293506,3.049285734,2.575118667,0.357281738,0.925315875,0,0,0,2.74118651
Mdn1,0,0,0,0,0,0,0,0,0.440845918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591890014,0,0,0,0,0,0,0,3.013271079,0,0,0,0,0,0,0
Mdp1,0,0,5.065645547,6.924859999,0,6.771740351,2.1388374,5.088841229,0,0,4.815729117,0,2.647418131,3.654985383,0,5.311928102,0,0.8117505,0,0,1.481154251,0,4.533600723,5.655718181,0,0,0,0,5.421462326,1.28740137,0,0,0,0,0,0,0,0.54499966,0,0,5.817569539,5.354561473,0,0,0,0,0
Me1,6.343510868,0,0,0,0,6.327518513,0,0.132353101,0,0,0,0,1.546324058,0,5.982516779,0,0.505474317,0,0,0,4.339237173,0,0,0,0,0,0,3.002193032,0,0,0,0,4.539034703,1.515772996,0,0,2.601965066,0,0,0,0,0,0,0,0,0,0
Me2,0,0,0,0,0.17540324,0,0,0,2.550912974,0,0,0,0,0,0,0,6.488383253,0.89403777,0,0,2.867949823,0,0,0,0,0,0,0,0,0,0.655104488,0,1.938176621,0,0,0,0,5.613346,0,0,0,0,5.73544365,0,0,0,0
Me3,0,0,0,0,0,0,0,0,0,0,0,0,5.089112511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.044481553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.473280386,0
Mea1,4.848122135,2.355988825,0,7.817891819,0,0,0,8.053230832,2.406544833,5.550657528,7.214795083,0,2.527358145,0,5.54219613,0,3.005432327,2.407809555,6.92890324,0,0,7.502569291,3.691701651,0,0,7.672948578,7.796909183,0,7.747360544,0,3.027722027,3.371363702,0,7.441773941,6.554786825,4.689181727,0,6.065938453,0,7.342874708,0,0,0,0,0.02241753,0,0
Meaf6,0,0,0,0,2.630128183,0,0,0,0,0,0,0,0,0,0,0,0,2.68693075,1.631677055,0,0,0,0,0,4.218943869,0,5.450228096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mecom,0,0,0,0,0,0,0,4.710238885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.512422857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mecp2,0,0.450664928,0,0,0,2.274583715,0,0,0,3.28962793,0,0,0,0,0,0,0,0,4.306590353,0,1.884312675,0,3.904397389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.043911392,0,0,0,0,0,0
Mecr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.863581696,6.739659115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med1,6.477732366,0.835196482,0,6.690319311,5.009253104,6.106138902,7.056236685,4.258692279,0,0,2.7946446,3.234254515,2.944622349,7.129283017,5.659536439,6.317137616,0,5.472114052,5.156841525,6.791970311,5.201418225,4.996655385,5.839294505,0,6.274576634,5.854791105,0,6.94183405,5.597566928,0,0,5.714182312,4.094058678,4.149869032,5.812472554,0.576086724,0,7.379690267,4.140459657,0.001600503,4.982222411,6.417386728,4.178698709,0,5.07830241,0,0
Med10,0,6.441649465,3.84707489,5.063477056,0,5.438133135,2.380125429,3.977279923,0,5.409788047,0,6.570689093,0,7.102479673,5.141800612,0,0,3.796815761,3.122785347,3.164858668,0.737158902,0,0,0,7.894502518,0,0,2.604697621,0,8.076997258,0,6.029225376,5.303371622,5.068395658,3.9420171,0,0,6.770538364,0,0,0,6.781897345,0,0,0,2.474308836,0
Med11,0,0,0,0,0,0,0,0,0,1.858538066,0,0,6.378568844,4.659290957,0,0,0,0,0,7.17313743,0,1.70495162,6.973220933,5.101473594,0,0,0,0,0,0,7.220939334,1.144477155,0,0,0,0,0,0,0.046979908,0,0,0,0,0,0,7.14688938,0
Med12,0,0,0.514440439,0,0,0,0,0.276580039,0,0,0,2.45530223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.597044831,0,0,0,0,0,0,0,0,3.20314633,0,0,0,0,0,0,0,0,0,0,0
Med12l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.017426676,0,0,0,0,0,0,0,0,0.73104418,0,0,0,0,0
Med13,2.718646575,1.724763762,0.747069392,4.816138872,0,0,5.299453485,0.117069961,0,0,0,5.377963572,0,1.154285074,0,2.57996212,0,3.643567622,0,2.449632682,4.115640899,0,0,0,4.432064124,1.282368632,0.242120765,0,1.56267471,0,0,4.610251217,0,4.619096029,2.847700322,1.872080137,0,0,0,0.882056071,0,0,0,4.150632784,2.328781903,0,0
Med13l,1.118632158,1.706216673,2.478653471,4.080632083,2.6494959,4.120667122,2.274049901,2.919160807,1.975101872,0,2.334859989,2.346301679,0.702231985,0.716112942,0,1.176839752,0,1.476293542,1.309967764,5.06999425,3.352589052,3.042031412,2.069733096,5.881857912,0,4.022012644,2.040198087,3.26506027,0,2.762903673,1.43850578,1.822628187,2.198635587,0.391503788,0.83553607,0,0.947052671,0,0,3.707624177,1.500664404,1.049721369,3.056765588,0,0,3.046885643,0
Med14,0,2.870273963,0,0,0,0,0,0,0,0,0,0,0.968643756,0,0.998758748,0,0,0.182971912,0,0,0,0,4.299032136,0,0,0,0,0,0,0,1.934852368,0,0,2.261220881,0,0,0.471010528,0,0,0,0,0,0,0,0,0,0
Med15,0.296251818,0,0,0,3.674155538,4.01519424,6.320885371,7.424460258,0,0,5.25409512,0,0,0,6.681013467,4.331361267,0,0,0.568032105,0,3.348657345,0,6.081784861,0,0,0,0,0,1.138041155,0,0,4.77554049,2.39867598,0,0,0,0,0,0,2.976380134,0,0,0,0,0,0,3.881909289
Med16,0,0,4.988802824,1.0667643,4.495522489,0,0,0,0,0,0,0,0,1.273587501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.110102613,0,0,0,1.34320313,3.308981137,0,0,5.59736133,0,3.806695254,0,0,3.616934001,0,2.098294903,0,0
Med17,0.798788787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.076800636,0,0,0.525367331,0,0,0,0,0,0,0,0,1.989575021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Med18,7.008058797,6.227038268,2.075779049,0,0.472550157,0,0,0,0,0.321004474,0,0,0,0,0,2.307958873,0,5.781385944,0,0,0,0,0,0,0,0,0,0,0,0,6.661436085,0,2.142766308,0,0,2.837967455,0,0,0,0,0,0.533094832,0,0,0,0,0
Med19,0,0,0,0,0,0,0.534808661,0,0,0,0,0,0,0,3.914440148,0,0,0,0,0,0,0,1.791614059,0,0,0,0,0,0,0,0,7.460144593,4.366364183,0,0.823194998,0,0,0,0,0,0,0,0,0,0,0,0
Med20,0,4.84346635,0,0,0,0,0,0,7.25867909,0,6.793934888,0,0,0,0,4.910257761,0,5.222410455,3.352758525,0,0,0,0,0,0,0,0,0,0,0,3.87272043,0,0,0,0,0,0,0,2.895203724,1.781040712,0,0,0,0,0,0,0
Med21,8.406506909,0,2.682690146,0,0,0,3.956930185,8.371994393,0,0,0,6.203794325,6.090673506,3.879793972,0,0,7.987195784,0,5.290579223,1.779831221,0,0,3.840100626,6.653805255,0,0,0,0,4.589865335,0,3.941303541,5.142139741,1.533159636,0,0,0,0.707153689,0,0,0,8.718793137,0,0,0,0,0,0
Med22,0,0,0,0,3.906553927,0,0,0.960081655,0,0,0,0,0,0,0,0,0,0,0,5.007343532,0,0,0,0,0,5.240539494,0,0,0,0,0,0,0,0,0,0,0,0,0,6.290907237,0,0,0,0,4.621307578,0,0
